state,county,latitude,longitude,reachedPatientLimit
MI,GRAND TRAVERSE,44.7558199,-85.6429334,Y
MI,KENT,45.3710738,-84.957512,Y
CT,NEW HAVEN,41.2804447,-72.5946727,Y
RI,KENT,41.7093784,-71.4896027,Y
NY,PHILADELPHIA,39.990206,-75.136872,Y
NC,CABARRUS,35.4531249,-80.6017653,Y
IN,MARION,39.6499115,-86.081429,Y
NC,BRUNSWICK,34.6370791,-79.0118523,Y
MD,BALTIMORE CITY,39.2803541,-76.6128961,Y
WA,SNOHOMISH,47.9979776,-122.2014966,Y
IN,RIPLEY,39.2980543,-85.2203031,Y
NC,MECKLENBURG,35.0885232,-80.8488066,Y
MN,HENNEPIN,44.972078,-93.2329403,Y
NY,BRONX,40.8455046,-73.8930381,Y
RI,KENT,41.7147827,-71.5149921,Y
TX,BEXAR,29.5067129,-98.5796252,Y
OH,HAMILTON,39.120891,-84.600041,Y
MD,HOWARD,39.2365038,-76.8184581,Y
GA,CHEROKEE,34.2540989,-84.4755876,Y
MA,SUFFOLK,42.2830176,-71.0611593,Y
NJ,ESSEX,40.7250195,-74.2299005,Y
FL,MANATEE,27.390454,-82.5214605,Y
FL,PALM BEACH,26.6188048,-80.1770006,Y
CA,RIVERSIDE,33.7864833,-116.4085023,Y
DC,DISTRICT OF COLUMBIA,38.9104721,-77.0315736,Y
NY,BRONX,40.8701027,-73.8571491,Y
GA,BIBB,32.84626,-83.623295,Y
MO,CAPE GIRARDEAU,37.3289364,-89.5729733,Y
GA,LIBERTY,,,Y
HI,HONOLULU,21.2755668,-157.8204885,Y
MD,BALTIMORE,39.3984635,-76.5411775,Y
NC,FORSYTH,35.9980982,-80.2476353,Y
OK,TULSA,,,Y
NJ,ESSEX,40.752661,-74.2361139,Y
NV,WASHOE,39.4986505,-119.7973743,Y
OH,LUCAS,41.6451555,-83.6680044,Y
NC,CATAWBA,35.7129834,-81.2644523,Y
CA,SAN DIEGO,32.7542566,-117.1635456,Y
CO,EL PASO,38.8299526,-104.7846843,Y
MA,SUFFOLK,42.3364874,-71.0711227,Y
CA,SACRAMENTO,38.4634804,-121.4143573,Y
IL,CHAMPAIGN,,,Y
MO,BOONE,,,Y
NY,QUEENS,40.7174553,-73.8043343,Y
CA,SHASTA,40.583086,-122.385542,Y
OH,HURON,41.228981,-82.596959,Y
KY,LAUREL,37.1167702,-84.0948917,Y
VA,,36.7842877,-76.1323813,Y
MA,WORCESTER,42.2753066,-71.7626132,Y
CA,ORANGE,33.787549,-117.8418578,Y
SC,CHARLESTON,32.8711052,-80.0080231,Y
OH,MAHONING,40.9936642,-80.663167,Y
GA,GLYNN,31.164477,-81.402018,Y
CO,LARIMER,40.5216161,-105.0305829,Y
MN,HENNEPIN,44.8711807,-93.3542418,Y
NY,NASSAU,40.6278687,-73.5993001,Y
CA,SANTA CRUZ,36.9927598,-122.0181908,Y
WV,NICHOLAS,37.863787,-80.39872,Y
LA,JEFFERSON,29.9821768,-90.1276798,Y
NY,NASSAU,40.7391431,-73.6241625,Y
IA,JOHNSON,41.6641901,-91.5486797,Y
WA,SNOHOMISH,48.1895769,-122.1181081,Y
MA,SUFFOLK,42.3362325,-71.1065443,Y
VA,MONTGOMERY,37.0995164,-80.5088744,Y
CO,DENVER,39.7173371,-104.9458669,Y
VA,RICHMOND CITY,37.5405391,-77.4430069,Y
VA,HENRICO,37.6539616,-77.493552,Y
OK,JOHNSTON,34.2402285,-96.550795,Y
OK,JOHNSTON,34.2409271,-96.5491654,Y
AR,SEBASTIAN,35.3672677,-94.3716701,Y
NJ,ATLANTIC,39.3583314,-74.4342891,Y
CA,YOLO,38.5876211,-121.5278118,Y
MN,RAMSEY,44.9554663,-93.1684572,Y
ME,PENOBSCOT,44.9027607,-68.6678195,Y
AK,SITKA,57.0519903,-135.3551988,Y
OR,LANE,43.9741413,-124.1185757,Y
WA,KING,47.76092,-122.2006239,Y
AZ,MARICOPA,33.6590516,-111.9564498,Y
PA,MONTGOMERY,40.0006555,-75.2284392,Y
WI,MILWAUKEE,43.0638353,-88.0445613,N
WI,MILWAUKEE,43.0638353,-88.0445613,N
NC,ROWAN,35.6900029,-80.4972577,Y
AL,MADISON,34.752904,-86.7274718,Y
CO,LARIMER,40.4060597,-105.1097702,Y
NV,CLARK,36.1181383,-115.1564271,Y
NC,BURKE,35.7502124,-81.6867716,Y
CT,NEW HAVEN,41.2976154,-72.9390559,Y
CA,SAN LUIS OBISPO,35.1581824,-120.6738801,Y
TX,WICHITA,34.0190559,-98.924405,Y
OH,MONTGOMERY,39.854408,-84.1996747,Y
MN,RAMSEY,44.96483,-93.197727,Y
CT,HARTFORD,41.7496313,-72.6813074,Y
MD,BALTIMORE CITY,39.2970238,-76.5953906,Y
PA,PHILADELPHIA,39.9444012,-75.1732344,Y
MN,HENNEPIN,44.9997998,-93.2937156,Y
OR,MULTNOMAH,,,Y
VA,WASHINGTON,36.6521638,-81.9231533,Y
CO,ARAPAHOE,39.6527577,-104.9927838,Y
WA,KING,47.6634505,-122.3755354,Y
GA,BIBB,32.876001,-83.760286,Y
MD,BALTIMORE,39.3895801,-76.625784,Y
OR,MULTNOMAH,45.4992017,-122.6867232,Y
GA,MADISON,33.9601503,-83.3830852,Y
NC,MECKLENBURG,35.2107265,-80.6842504,Y
AZ,MARICOPA,33.5388084,-112.1666221,Y
OH,STARK,40.7942001,-81.4659657,Y
NH,HILLSBOROUGH,42.8392021,-71.4923067,Y
OH,FRANKLIN,40.0875043,-82.7914188,Y
CO,DENVER,39.7468583,-104.9744168,Y
WV,CABELL,38.4184259,-82.4206766,Y
MO,JACKSON,39.0633532,-94.5901655,Y
CA,RIVERSIDE,33.9483913,-117.3804458,Y
PA,PHILADELPHIA,39.9903107,-75.1301384,Y
CO,ALAMOSA,37.444534,-105.878793,Y
VA,GLOUCESTER,37.433614,-76.5692739,Y
PA,WASHINGTON,40.1819746,-79.9111408,Y
OH,FRANKLIN,39.9331161,-82.9949239,Y
NY,SCHENECTADY,42.8096279,-73.9376659,Y
GA,COBB,33.8570469,-84.6047037,Y
TN,MONTGOMERY,35.0517589,-85.1815973,Y
FL,HILLSBOROUGH,27.8553342,-82.2967911,Y
ME,PENOBSCOT,45.6106875,-68.5264384,Y
OK,OKLAHOMA,35.5913726,-97.6201283,Y
KY,MONTGOMERY,38.0784317,-83.9537222,Y
CA,LOS ANGELES,34.0263286,-118.4869928,Y
OH,CUYAHOGA,41.4870295,-81.5902592,Y
NC,GUILFORD,36.0911773,-79.7743752,Y
AK,KETCHIKAN GATEWAY,55.3560007,-131.6924585,Y
OR,MULTNOMAH,45.4991593,-122.6865808,Y
DE,SUSSEX,38.6996842,-75.4048154,Y
OH,BELMONT,40.0666235,-80.7690702,Y
MD,ALLEGANY,39.6824948,-78.7341407,Y
OH,WOOD,41.180906,-83.679262,Y
OH,LUCAS,39.8531389,-84.1887186,Y
MD,CARROLL,39.366567,-77.1374418,N
GA,CHATHAM,32.0602465,-81.0967422,Y
MS,LAFAYETTE,34.349308,-89.7198173,Y
TX,BRAZORIA,29.4180445,-95.2421057,Y
AZ,GILA,33.3957066,-110.7873061,Y
TX,LUBBOCK,33.5894668,-101.8915582,Y
NY,QUEENS,,,Y
CO,PIERCE,47.2574666,-122.4524815,N
MI,JACKSON,42.2533493,-84.4083633,Y
MI,JACKSON,42.2534021,-84.4081564,Y
OR,MULTNOMAH,45.4989469,-122.6713068,Y
MD,BUCKS,40.4940965,-75.3815913,Y
UT,DAVIS,40.885536,-111.8666552,Y
NC,CALDWELL,35.9143187,-81.5391907,Y
NC,CUMBERLAND,35.0756375,-78.9789028,Y
MD,PRINCE GEORGES,39.312383,-76.583662,Y
NY,NEW YORK,40.7246023,-73.9760153,Y
WA,KING,47.4729337,-122.335607,Y
WI,MILWAUKEE,43.0420044,-88.0253493,Y
AZ,MARICOPA,33.5870772,-112.2721244,Y
MN,HENNEPIN,44.9935007,-93.2214316,Y
NY,RICHMOND,40.6087601,-74.1218356,Y
PA,PHILADELPHIA,40.0300462,-75.0207639,Y
IL,COOK,41.8608332,-87.6947356,Y
LA,SAINT TAMMANY,30.2773179,-89.766281,Y
NY,RICHMOND,40.573042,-74.113408,Y
IL,COOK,41.8302082,-87.6228823,Y
WA,KING,47.6094886,-122.327968,Y
VT,CHITTENDEN,44.4801784,-73.2014269,Y
MI,KENT,42.8798474,-85.6234615,Y
NC,CUMBERLAND,35.0404836,-78.9139633,Y
OH,CUYAHOGA,41.4226614,-81.5974458,Y
NJ,ATLANTIC,39.3318877,-74.5104167,Y
TX,HARRIS,29.8758536,-95.4191148,Y
UT,SALT LAKE,44.052767,-92.5308771,Y
MT,BIG HORN,45.7322382,-107.6064817,Y
VA,FAIRFAX,38.7057555,-77.143084,Y
NE,DOUGLAS,41.2551584,-95.9761941,Y
OR,DESCHUTES,44.0679885,-121.2694821,Y
OR,MARION,44.8030009,-122.7945354,Y
NY,ROCKLAND,41.1114737,-74.1350397,Y
PA,LUZERNE,41.2572105,-75.8091288,Y
MN,OTTER TAIL,46.2768753,-96.0736053,Y
OH,FRANKLIN,39.750398,-82.6503276,Y
MN,DAKOTA,44.8677002,-93.0623922,Y
MN,DOUGLAS,45.8624916,-95.3857946,Y
WA,KING,47.6588312,-122.3179059,Y
IN,JOHNSON,39.6279129,-86.1578377,Y
DC,,38.900373,-76.9474721,Y
MN,BLUE EARTH,44.1659655,-93.940906,Y
PA,LUZERNE,41.2196182,-75.8474038,Y
NC,RUTHERFORD,35.3322119,-81.8730778,Y
NH,CHESHIRE,42.9325546,-72.2748085,Y
NM,RIO ARRIBA,36.0077244,-106.0774055,N
NJ,ESSEX,40.8278697,-74.3210927,Y
NY,ERIE,42.9258562,-78.8317819,Y
TN,SHELBY,35.0570404,-90.0579677,Y
CT,NEW HAVEN,41.3084073,-72.9020086,Y
CT,NEW HAVEN,41.2767905,-72.8682492,Y
NM,EDDY,32.419877,-104.2299201,Y
IL,MACON,39.8495885,-88.9529823,Y
NY,KINGS,40.6014854,-73.9611568,Y
CA,VENTURA,34.1562563,-118.8030642,Y
IN,MARION,39.7881975,-86.1654848,Y
CA,SISKIYOU,41.3145492,-122.3135554,Y
TX,WICHITA,33.9053893,-98.5075254,Y
IL,COOK,41.852495,-87.7219686,Y
WI,MILWAUKEE,42.9277323,-87.9097924,Y
IL,COOK,41.852494,-87.721968,Y
WA,YAKIMA,46.6028326,-120.534017,Y
CA,LOS ANGELES,36.1608552,-115.1822926,Y
MD,ANNE ARUNDEL,39.1386266,-76.6201804,Y
CA,MENDOCINO,39.0132151,-123.3792526,Y
MA,SUFFOLK,42.2866939,-71.0441265,Y
MA,SUFFOLK,42.3362036,-71.1067408,Y
CO,BOULDER,40.1628343,-105.0867042,Y
OK,OKLAHOMA,35.6249724,-97.4683422,Y
TX,MONTGOMERY,30.2845746,-95.4799938,Y
OH,MONTGOMERY,39.7506674,-84.1918491,Y
MA,BERKSHIRE,42.4572826,-73.2511745,N
AZ,MARICOPA,33.3638756,-111.7879906,Y
WA,KING,47.4417246,-122.236344,Y
NC,HENDERSON,35.3190151,-82.4700718,Y
MA,SUFFOLK,42.3084059,-71.1193119,Y
PA,BUCKS,40.1876524,-74.8765713,Y
CA,NAPA,38.325159,-122.296623,Y
MA,MIDDLESEX,42.3789494,-71.3377623,Y
MO,ST LOUIS,38.6487895,-90.3107962,Y
CA,SAN FRANCISCO,37.7770934,-122.4455959,Y
WA,KING,47.6106479,-122.3212794,Y
WA,CLALLAM,48.3679382,-124.626916,Y
CO,ADAMS,39.8276711,-105.0074367,Y
CT,HARTFORD,41.7545616,-72.6792339,Y
FL,BROWARD,26.126833,-80.203393,Y
NY,WESTCHESTER,41.086676,-73.8060649,Y
MD,BALTIMORE,39.3916726,-76.8219096,Y
NY,BROOME,42.0967019,-75.9123651,Y
OH,GEAUGA,41.5089294,-81.1888754,Y
IN,LA PORTE,41.6654049,-86.8975682,Y
PA,ALLEGHENY,40.4266461,-80.0047996,Y
KY,OWSLEY,37.518177,-83.7342316,Y
MO,ST LOUIS,38.7765887,-90.2402509,Y
TX,TRAVIS,30.2518673,-97.7666262,Y
NY,RICHMOND,40.6115976,-74.1409041,Y
MS,PIKE,31.2501961,-90.4544738,Y
NJ,OCEAN,40.092752,-74.2108248,Y
AZ,MARICOPA,33.2626733,-111.7562027,Y
MI,WAYNE,42.4264636,-83.3810257,Y
NC,SCOTLAND,35.1417741,-80.7423584,Y
ME,ANDROSCOGGIN,44.1023539,-70.2156729,Y
TX,HARRIS,29.7001034,-95.3889654,Y
OH,CUYAHOGA,41.5050912,-81.6498454,Y
MN,HENNEPIN,44.9025428,-93.2050442,Y
NY,NIAGARA,43.1735185,-78.7375515,Y
TN,DAVIDSON,36.2867487,-86.7038024,Y
NY,SUFFOLK,42.3376822,-71.0709488,N
OH,FRANKLIN,39.9531345,-82.9886934,Y
NY,ONONDAGA,43.0559367,-76.1528066,Y
SC,SPARTANBURG,35.0351451,-81.9711433,Y
OH,COLUMBIANA,40.7866646,-80.7716799,Y
NY,WESTCHESTER,39.6714103,-79.9180155,Y
MI,WASHTENAW,42.2436498,-83.6160814,Y
MA,ESSEX,42.4635172,-70.9496294,Y
MD,BALTIMORE,39.3984635,-76.5411775,Y
IL,COOK,41.852494,-87.721968,Y
NY,ROCKLAND,41.120036,-73.9970064,Y
WV,MONONGALIA,38.3300175,-81.6028135,Y
CA,SACRAMENTO,38.576237,-121.479131,Y
IN,DUBOIS,38.416765,-86.937524,Y
IN,KNOX,38.6822554,-87.5088812,Y
PA,BUTLER,40.7016328,-79.8265009,Y
NY,ONTARIO,42.9596613,-77.1364252,Y
NY,ONONDAGA,43.0422979,-76.1395979,Y
MD,HOWARD,39.1967433,-76.81826,Y
NY,NIAGARA,43.1146436,-78.9910794,Y
AL,MOBILE,30.6808702,-88.2038863,Y
IA,WAPELLO,41.016855,-92.4121421,Y
MI,WAYNE,42.2749641,-83.4712735,Y
NY,BRONX,40.8169418,-73.9244146,Y
NY,KINGS,40.6652164,-73.8743833,Y
CO,DENVER,39.7282404,-104.9910801,Y
MI,LENAWEE,41.948724,-84.0040589,Y
LA,EAST BATON ROUGE,30.515139,-91.0119883,Y
FL,BROWARD,26.1206333,-80.1997981,Y
TN,WILLIAMSON,35.9482747,-86.7502,Y
VT,CHITTENDEN,44.4534081,-73.1678088,Y
NY,ERIE,42.9258562,-78.8317819,N
AZ,MARICOPA,33.4517723,-112.1425087,Y
IA,BLACK HAWK,42.4562461,-92.3725956,Y
KY,WHITLEY,36.7328884,-84.1558373,Y
SD,MINNEHAHA,43.5526837,-96.7305419,Y
WV,PRESTON,39.4651358,-79.6777494,Y
CO,ADAMS,39.7429787,-104.8451096,Y
NY,ST LAWRENCE,44.3376121,-75.4742644,Y
KY,FAYETTE,38.0311683,-84.5073962,Y
NJ,RICHMOND,,,Y
MA,HAMPDEN,42.0998052,-72.5848548,Y
CA,LOS ANGELES,34.1493751,-118.2535303,Y
TX,HARRIS,29.7249004,-95.4569105,Y
FL,PALM BEACH,26.7592639,-80.0661087,N
OH,ALLEN,40.7417089,-84.1173511,Y
NY,RICHMOND,40.5964044,-74.1639753,Y
CA,SAN DIEGO,32.7542698,-117.166135,Y
FL,HILLSBOROUGH,27.9935198,-82.1199634,Y
NC,BUNCOMBE,35.5389672,-82.6505807,Y
CO,LA PLATA,37.2475648,-107.8764828,Y
CO,OTERO,37.9671638,-103.5460247,Y
MA,FRANKLIN,42.5947396,-72.5939566,Y
MA,PLYMOUTH,42.0577762,-71.0619408,Y
CA,SANTA CLARA,37.3210626,-121.8284821,Y
AZ,MARICOPA,33.7298533,-112.183866,Y
CA,SONOMA,38.440785,-122.7024934,Y
NY,BRONX,40.8169418,-73.9244146,Y
WA,KING,47.6074762,-122.3290359,Y
FL,ORANGE,28.5556331,-81.3273988,Y
FL,HILLSBOROUGH,27.9445052,-82.4861297,Y
KS,MCPHERSON,38.201666,-97.506455,Y
MD,BALTIMORE,39.2568209,-76.5240687,Y
WA,KING,47.5962394,-122.3221321,Y
LA,EAST BATON ROUGE,30.3924536,-91.0956053,Y
MA,ESSEX,42.6264489,-70.6805572,Y
IN,CLARK,38.3040653,-85.7221777,Y
MD,CHARLES,38.5895686,-76.9259158,Y
NH,GRAFTON,43.6755496,-72.2737136,Y
WA,SNOHOMISH,47.8965629,-122.2479039,Y
OH,LAKE,41.6260593,-81.4306883,Y
KY,WHITLEY,36.7328884,-84.1558373,Y
OK,LATIMER,34.7559244,-95.0844812,Y
WA,BENTON,46.2159635,-119.2223639,Y
MA,SUFFOLK,42.3398798,-71.1045583,Y
VA,RICHMOND CITY,37.5475499,-77.4478506,Y
WA,GRANT,47.1294112,-119.2619274,Y
FL,MANATEE,27.4369062,-82.4483274,Y
ME,PENOBSCOT,44.8206165,-68.7633093,Y
AZ,PINAL,32.5170419,-110.8884831,Y
NY,WESTCHESTER,40.9509514,-73.7298113,Y
WA,KING,47.5303155,-122.0301774,Y
WV,WAYNE,38.4054854,-82.5032693,Y
MA,MIDDLESEX,42.642321,-71.3101303,Y
IL,LAKE,42.1909422,-87.8573541,Y
MA,NEW HAVEN,41.3048024,-72.9311075,Y
MN,HENNEPIN,44.972274,-93.2328688,Y
MO,JACKSON,38.9361,-94.604304,Y
VA,RICHMOND CITY,37.539087,-77.4407049,Y
CA,MONTEREY,36.5227456,-121.8110312,Y
DC,DISTRICT OF COLUMBIA,38.8770439,-77.0038162,Y
CT,NEW LONDON,41.5425414,-72.0888772,Y
IL,LAKE,42.360158,-87.8634219,Y
CO,DENVER,39.7604581,-104.9008342,Y
MA,WORCESTER,42.2717865,-71.7589036,Y
TN,SHELBY,,,Y
MA,NORFOLK,42.192624,-71.0593874,Y
MA,BRISTOL,41.9406937,-71.0786312,Y
MI,GENESEE,43.0127611,-83.6849655,Y
CA,SANTA CLARA,37.3885515,-121.970534,Y
CO,DENVER,39.7659702,-105.0485496,Y
KS,SHAWNEE,39.0263036,-95.7229504,Y
MA,BERKSHIRE,42.459638,-73.2492284,Y
FL,SEMINOLE,28.594397,-81.285734,Y
MS,LAFAYETTE,34.4840684,-89.2867654,Y
OK,LOVE,33.7498311,-97.1341556,Y
TX,HARRIS,30.0137282,-95.4679105,Y
WV,TUCKER,39.1642017,-79.6964692,Y
TX,DENTON,33.1726625,-96.846323,Y
CA,SACRAMENTO,38.5517818,-121.4495069,N
NH,HILLSBOROUGH,42.9605705,-71.4788808,Y
OH,HAMILTON,36.8112999,-119.8537206,Y
CO,ARAPAHOE,39.5796249,-104.874742,Y
MA,FRANKLIN,42.5962034,-72.5923856,N
OR,MULTNOMAH,45.4653706,-122.6634576,Y
RI,NEWPORT,41.5169376,-71.3123372,Y
KY,PULASKI,37.0602638,-84.6225883,Y
CA,LOS ANGELES,34.0577572,-118.2081618,Y
MT,LEWIS AND CLARK,46.5844881,-112.0156296,Y
NC,GRANVILLE,36.1195405,-78.6863266,Y
MD,ANNE ARUNDEL,39.1386071,-76.6199826,Y
CT,NEW HAVEN,41.3101643,-72.9428479,Y
CO,BOULDER,39.7512017,-105.004327,Y
NY,NEW YORK,40.7389351,-73.9753367,Y
PA,PHILADELPHIA,39.9584983,-75.1636129,Y
LA,EAST BATON ROUGE PARISH,30.4989331,-91.1549838,Y
PA,BUTLER,40.8557368,-79.9105809,Y
AL,BALDWIN,30.5504903,-87.8996496,Y
PA,BUTLER,40.8557368,-79.9105809,Y
CO,ARAPAHOE,39.6924587,-104.830438,Y
SC,FLORENCE,34.1969976,-79.7593582,Y
CA,ALAMEDA,37.7434023,-122.1701259,Y
AZ,MARICOPA,33.4546792,-112.2732528,Y
WA,KING,47.6189451,-122.3122995,Y
OR,MARION,44.9320905,-123.0073097,Y
PA,DAUPHIN,40.2910123,-76.828894,Y
TN,RUTHERFORD,35.972659,-86.504076,Y
TN,WASHINGTON,35.9739429,-86.4941663,Y
OR,WASHINGTON,45.540261,-122.8758095,Y
WI,DANE,43.1030867,-89.4918628,Y
PA,MONTGOMERY,40.1292024,-75.2986159,Y
VT,CHITTENDEN,44.4809992,-73.1961465,Y
MD,BALTIMORE,39.3170143,-76.7645499,Y
MS,MARSHALL,34.7677051,-89.4495827,Y
MS,DESOTO,34.9926435,-89.9959476,Y
WA,PIERCE,47.1689971,-122.4854461,Y
OR,LANE,44.0848466,-123.1635748,Y
PA,ALLEGHENY,40.4404493,-79.960669,Y
NY,SUFFOLK,40.8793305,-73.415944,Y
MA,SUFFOLK,42.3362036,-71.1067408,Y
OH,CUYAHOGA,41.4023166,-81.7686252,Y
NM,CHAVES,33.4295777,-104.5210333,Y
MA,NORFOLK,42.2005495,-70.9409802,Y
OH,GALLIA,38.8366114,-82.1544872,Y
IL,PEORIA,40.7527226,-89.5979709,Y
NY,MONROE,43.1900059,-77.7047069,Y
WV,JACKSON,38.3516833,-81.6383987,N
OH,BELMONT,40.0796302,-80.9692846,Y
MO,BOONE,38.9372354,-92.3288487,Y
NY,NEW YORK,40.7458609,-73.9815581,Y
OH,MAHONING,41.1204185,-80.7729658,Y
IL,WILLIAMSON,37.8044243,-88.9313818,Y
CA,RIVERSIDE,33.7842957,-116.4083279,Y
MA,BRISTOL,41.6264351,-70.9382343,Y
WA,PIERCE,47.2248246,-122.4785139,Y
AL,PIKE,31.7811506,-85.9449138,Y
PA,HENNEPIN,44.993551,-93.221169,Y
ME,KENNEBEC,44.5482295,-69.657052,Y
HI,HONOLULU,21.3355424,-157.9164071,Y
NH,CHESHIRE,42.7857844,-72.4921274,Y
WA,CLARK,45.6245073,-122.5946958,Y
WA,PIERCE,47.0974631,-122.2033184,Y
CT,HARTFORD,41.9477272,-72.6285688,Y
MA,ESSEX,42.5016004,-70.9798493,Y
MA,HAMPDEN,42.1045754,-72.6202219,Y
AZ,MARICOPA,33.4807964,-111.9605631,Y
NC,PITT,35.6157006,-77.4122507,Y
CO,ARAPAHOE,39.6165697,-105.0147865,Y
MD,BALTIMORE CITY,39.3161366,-76.616631,Y
MA,ESSEX,42.7097587,-71.1507002,Y
NM,BERNALILLO,35.0872581,-106.6017431,Y
CA,KENNEBEC,44.550954,-69.6576544,Y
KS,MIAMI,38.7312684,-94.8203523,Y
CO,LARIMER,40.5950604,-105.0295176,Y
MD,BALTIMORE CITY,39.300703,-76.620498,Y
WA,YAKIMA,46.6029396,-120.5344085,Y
CA,SISKIYOU,41.5998927,-122.9751322,Y
NJ,BERGEN,40.8480246,-73.9656936,Y
AZ,MARICOPA,33.2420649,-111.6328004,Y
WA,KING,47.7029438,-122.324752,Y
CA,RIVERSIDE,33.6804292,-117.2079668,Y
CA,SACRAMENTO,38.5549492,-121.4546344,Y
SC,CHARLESTON,32.8205572,-79.9931791,Y
WV,MONONGALIA,39.6714103,-79.9180155,Y
RI,PROVIDENCE,41.8220818,-71.4860086,Y
MA,BRISTOL,41.6264351,-70.9382343,Y
MA,SUFFOLK,42.33489,-71.0735518,Y
OK,TULSA,36.0574693,-95.9215685,Y
AR,UNION,33.20763,-92.6662674,Y
SD,BROWN,45.4596171,-98.4666928,Y
KY,BOYD,38.4369185,-82.6871048,Y
IL,COOK,41.87175,-87.6743711,Y
CO,DENVER,39.7812775,-104.8439114,Y
MI,LIVINGSTON,42.565408,-83.8067972,Y
MI,WASHTENAW,42.255694,-83.6953087,Y
NY,ERIE,42.9258562,-78.8317819,Y
TN,HAMILTON,35.0489967,-85.2758849,Y
CA,LOS ANGELES,33.777569,-118.1189428,Y
CA,SHASTA,40.5807253,-122.3937775,Y
SC,GREENVILLE,34.8558617,-82.3264097,Y
MA,PLYMOUTH,42.0844836,-71.0202031,Y
WA,THURSTON,47.0444065,-122.8683793,Y
OR,MULTNOMAH,45.4953962,-122.6535182,Y
MA,SUFFOLK,42.3350212,-71.0721548,Y
RI,PROVIDENCE,41.852801,-71.401019,Y
MA,SUFFOLK,42.362706,-71.068658,Y
CA,YOLO,38.5638706,-121.7696976,Y
CA,ORANGE,33.675915,-117.795697,Y
FL,DUVAL,30.4840777,-81.6334762,Y
AZ,MARICOPA,33.509027,-112.2010978,Y
OR,DESCHUTES,44.0680907,-121.2682898,Y
WA,JEFFERSON,48.1067473,-122.7906752,Y
PA,DELAWARE,39.9490986,-75.3253889,Y
AZ,MARICOPA,33.4136104,-111.6985447,Y
MA,MIDDLESEX,42.642182,-71.311467,Y
WA,SNOHOMISH,47.9779599,-122.1914271,Y
AK,ANCHORAGE,61.186293,-149.8216271,Y
CO,ARAPAHOE,39.6189359,-104.7285059,Y
AZ,PIMA,32.2618558,-110.8943619,Y
IN,ALLEN,41.1191628,-85.0966149,Y
NV,CLARK,36.1799381,-115.2413644,Y
WI,MILWAUKEE,43.0972412,-87.9113462,Y
GA,FULTON,33.7510319,-84.3744528,Y
IN,HENDRICKS,39.779959,-86.3401688,Y
MI,OAKLAND,42.6388703,-83.3613661,Y
MD,FREDERICK,39.4399528,-77.4064746,Y
IN,MARION,39.8369922,-86.2416512,Y
CT,NEW HAVEN,41.2188807,-73.0638168,Y
MI,MUSKEGON,43.2863849,-86.2241953,Y
NY,KINGS,40.638659,-74.020325,Y
IN,DELAWARE,40.2229826,-85.4278448,Y
NY,BRONX,40.840769,-73.89895,N
NJ,CAMDEN,39.9412735,-75.1185985,Y
MA,MIDDLESEX,42.4074626,-71.0565911,Y
CA,SAN DIEGO,32.8359551,-116.7256265,Y
MI,WAYNE,42.1270042,-83.2183178,Y
NY,NIAGARA,43.114567,-78.99105,Y
KY,PIKE,37.4897479,-82.5039706,Y
MA,SUFFOLK,42.3358918,-71.1071689,Y
WV,BOONE,38.0478383,-81.8063838,Y
CO,EL PASO,38.8743083,-104.8545381,Y
NM,BERNALILLO,35.081646,-106.635553,Y
NY,ORANGE,41.3698564,-74.6857299,Y
WA,KING,47.393546,-122.2965863,Y
OR,COOS,,,Y
OK,TULSA,36.020251,-95.9797694,Y
ID,ADA,43.6127523,-116.1923716,Y
NY,NASSAU,40.65225,-73.7223867,Y
AR,UNION,33.2185811,-92.6649075,Y
MD,BALTIMORE CITY,39.2901622,-76.5471072,Y
TX,NUECES,27.7783363,-97.3979646,Y
AR,CRAIGHEAD,35.8386942,-90.7018106,Y
GA,LAURENS,32.5363977,-82.9431819,Y
MD,NEW YORK,40.7925217,-73.9720001,Y
TX,BRISTOL,,,Y
NY,NASSAU,40.6576552,-73.6677392,Y
OR,JOSEPHINE,42.4590825,-123.3270045,Y
GA,FULTON,33.768557,-84.386425,Y
NJ,PHILADELPHIA,39.9568686,-75.1622076,Y
NE,HALL,40.9238372,-98.3608309,Y
CA,RIVERSIDE,,,Y
GA,GWINNETT,34.068777,-83.9021646,Y
FL,SARASOTA,27.3275839,-82.4595466,Y
OR,WALLOWA,45.4323895,-117.285785,Y
WA,SAN JUAN,47.6345078,-122.3396029,Y
WI,FOREST,45.5712999,-88.8507665,Y
MI,OAKLAND,42.4737538,-83.2155893,Y
MN,COOK,47.7561712,-90.3401562,Y
DC,DISTRICT OF COLUMBIA,38.9295004,-77.0144985,Y
DC,DISTRICT OF COLUMBIA,38.900373,-76.9474721,Y
DC,DISTRICT OF COLUMBIA,38.9441875,-77.0708145,Y
DC,MONTGOMERY,38.9961477,-77.0357066,Y
MD,PRINCE GEORGES,38.988817,-76.8768362,Y
DC,DISTRICT OF COLUMBIA,38.9290521,-77.014524,Y
DC,DISTRICT OF COLUMBIA,38.8851474,-76.9963625,Y
GA,CARROLL,,,Y
WA,JEFFERSON,47.9196871,-122.7029337,Y
AZ,YAVAPAI,34.7381187,-112.0339904,Y
TX,BLANCO,30.2708074,-98.4016113,Y
NC,ROBESON,34.6525112,-79.0010601,Y
NY,NEW YORK,40.7747752,-73.9648993,Y
SC,FAIRFIELD,34.3755594,-81.1006125,Y
